category,option,seed,acc,loss,E1,E2,E3,E4,E5,E6,E7,E8
batch,512,0,0.2772727272727273,2.0679617404937742,2.302372692570542,2.2990672920689437,2.29249824032639,2.27963691480232,2.2510942430207224,2.19824104309082,2.1167488011446864,2.0679617404937742
batch,512,42,0.28106060606060607,2.047800625454296,2.302371850158229,2.298837660298203,2.2927553335825603,2.2787672982071383,2.2498807097926283,2.1911471829269873,2.1154670108448377,2.047800625454296
batch,512,21,0.22727272727272727,2.1612543669613924,2.3036610487735634,2.300362878857237,2.2956088470690177,2.287501944917621,2.2720674485871286,2.245211851235592,2.2023954116936886,2.1612543669613924
