Open,High,Low,Close,Volume
46.80472856222006,47.69710445755112,46.41606125521752,47.39860916137695,34560300
46.79539667012823,47.64735322940207,46.384963017114195,46.44404220581055,42711600
46.59641049996149,47.15919834697736,46.34455439839386,46.356990814208984,24936900
46.47203414630898,47.40172291704124,46.42850491320771,47.29911804199219,18590700
47.003726787375285,47.498108968789445,46.580860218056344,46.714561462402344,21937200
46.754991215931184,47.07525298740594,46.444059426399335,46.929115295410156,18557100
47.18096001003373,47.25558205578312,46.723887080819296,47.06280517578125,17155200
47.028609549746385,47.383070548296786,47.01616957493429,47.20895004272461,13833300
47.3084423316399,47.485672807839876,46.98196420223344,47.137428283691406,10999500
47.137427745005965,47.55718787683493,46.67102838927261,47.50743865966797,32695500
47.7593031559018,47.77795956042052,47.1560924570628,47.46080780029297,22935300
47.261811123660216,47.45458804070444,46.49380633261827,46.80162811279297,23547000
46.72699846783954,46.72699846783954,46.13933427227609,46.42228317260742,25725900
46.48758587648324,46.48758587648324,45.88748517461884,46.301025390625,20889300
46.16110503779142,46.32589911594889,45.756891268090776,46.052276611328125,18479100
45.81907560441965,46.593300308732815,45.763109954316526,46.46892547607422,20716500
46.639939086278744,46.639939086278744,45.98386923390503,46.10202407836914,20139600
46.10826226630536,46.233088144369816,45.7400202118528,45.88669204711914,20652300
45.84924685176313,46.033367895038936,45.54342128103599,45.87421417236328,16860900
46.0926585237371,46.09890124611215,45.374899018719624,45.45291519165039,25088100
45.41234382644404,45.67448099926751,45.2063768641678,45.431068420410156,31871400
45.637042621047556,45.83988827048414,45.27504324222803,45.3842658996582,25650900
45.58087139660818,45.69945456495988,45.29688463654943,45.593353271484375,30679500
45.755624083851124,45.93038460119707,45.300001765597074,45.546539306640625,41384100
45.40611591343446,45.77123668647664,45.26880456046755,45.55278778076172,25553100
45.296877000913014,45.633912565219916,44.66961914505951,45.00041198730469,37599000
44.79445365840278,45.00665980496007,44.40748698784417,44.6945915222168,20430600
44.794452608330275,45.05971117814662,44.68210502924092,44.78196716308594,9054600
44.95048353266108,45.34369290428155,44.72891688553404,45.3187255859375,19344900
45.4498008348163,45.51533871580008,44.81006097548957,45.0316276550293,17938200
45.212631740465746,45.29689065694471,44.9192879994515,44.99418640136719,18751200
45.00042074172128,45.02226670183593,44.57912977573068,44.98481750488281,17814000
45.03162192440404,45.839883068807495,45.02538277321292,45.7275390625,32182200
45.74938920674378,45.89606105775543,45.090921200942006,45.484127044677734,26498100
45.27816176399848,46.217491558661344,45.25319444391207,45.76810836791992,21918900
46.06769929747604,46.11138764433403,45.57462775065559,45.76498794555664,20538000
45.8367632785298,45.87421247236634,45.50284903808263,45.75874710083008,24478200
45.56215170790048,46.183170584642134,45.56215170790048,45.9647216796875,26264400
